num_hops,packet_count,byte_count,flow_duration,cpu_usage,carbon_intensity,protocol,carbon_emission
3,1375,2032250,111.37321462264894,48.101388861937465,510.0562501560669,TCP,0.05340773668015946
2,5802,6591072,284.34506178923573,70.76729902348646,423.9952055955673,UDP,0.0946988238422821
2,5526,431028,34.85219916380845,84.71505165733818,551.0162394119977,UDP,0.01437855942873183
2,1707,1302441,70.58437891393847,45.14074290671011,400.055164357865,TCP,0.016450319525001096
2,5328,4837824,200.3426107305951,69.55735556750739,461.80458712085897,ICMP,0.08450795091022863
3,1708,1590148,86.5094470761812,65.922165643205,486.99328614729023,TCP,0.05978974535581785
2,5797,7159295,314.58554538891775,74.41641238579835,530.9909807618401,ICMP,0.14222392825814129
6,736,894240,106.01821591641028,73.73780277763245,586.1521289424643,UDP,0.12642562981725167
3,2323,3170895,146.63680554120248,59.28850895255418,524.2864891568489,UDP,0.07939091527431108
2,1644,1374384,84.31238942437658,28.85029523798746,326.4960058220354,UDP,0.0260184855327019
2,513,448362,47.75659994590103,87.38034985879335,306.2087970116668,ICMP,0.010549652053232501
2,3883,687291,45.29684112991959,55.33555959383699,260.31734851879185,UDP,0.009705772411117116
2,3763,2905036,135.96893424421913,72.3939521190013,301.15587502975916,ICMP,0.03224216834692104
2,2460,3116820,135.05335234560437,77.09928844818306,442.39999787505707,UDP,0.07383659286922718
1,4587,5986035,239.04950534347572,89.89270923745741,312.494385967462,TCP,0.026128200105156024
2,1524,810768,42.86913047585947,81.37511501139022,416.2923475944669,ICMP,0.012878163140935331
3,1223,314311,53.02046655220389,71.81832593516849,294.40388329908933,ICMP,0.018611301499743306
2,3793,584122,42.89998302545589,30.47524557483049,367.40418352037545,ICMP,0.019253980450708592
2,5288,6266280,299.5775651795321,40.970645268367456,469.8476341412623,ICMP,0.08471048128248596
4,2786,2295664,151.1680692918452,71.17027928859433,304.0495306680361,TCP,0.08671049446551791
2,2329,1476586,73.00063433158346,85.63230642761366,514.1080207855684,UDP,0.047097506469599586
2,5301,6732270,296.5601059797389,13.766433597890588,556.4497591139276,ICMP,0.15099482213749593
2,5871,6487455,286.6932641495375,10.159090514428446,218.73827353957026,UDP,0.027021489394503655
2,1272,1859664,93.2397065413961,22.621134798227207,423.2044328784758,ICMP,0.03250531557589927
2,2617,2394555,116.24699859236287,35.61035401964458,304.4317709381345,UDP,0.018452890421612828
2,5988,5808360,261.51456270505554,81.82702772821332,329.14522047392796,UDP,0.06896003229122534
6,1852,700056,102.54861023664229,61.15289953732024,238.50837177521848,ICMP,0.04546043243722393
3,1380,1258560,86.79181664925792,90.66595125906622,289.3764556429473,UDP,0.02457061123596126
5,6685,4017685,219.4492664869797,42.654094226774916,265.20007250966864,ICMP,0.07540837275353156
2,2197,1390701,84.95965843700918,62.479610811629364,328.5775780351445,UDP,0.025845886903461856
2,5403,5624523,234.7316100713497,21.559472241362023,342.06735711005683,ICMP,0.04447656329717868
1,342,173052,20.95428175027079,53.7079696508843,595.4338442428922,UDP,0.007571442846611968
3,705,516765,69.0268595534443,45.33559001415949,226.54242775311613,ICMP,0.02107084275276204
2,2905,1586130,94.9521269405946,33.809763100296415,317.41439574907787,ICMP,0.013873621518237532
1,4754,2481588,109.04250069609685,10.612271017068533,598.7347674128035,TCP,0.014198188830683606
1,840,1041600,45.06407725589574,79.8526830125479,349.61047005712703,UDP,0.012087111430415572
3,5432,1004920,68.60404546114798,76.15493063353831,289.071653046239,TCP,0.019056098597964935
6,2044,2888172,181.95507139241158,14.790293595407983,574.502208144419,TCP,0.17494141536323207
2,4219,3075651,146.23160491003864,35.476064328902794,282.67961618095364,UDP,0.01648631575269488
5,159,21306,75.32098710319005,27.55127112581563,444.28730247269357,UDP,0.03831373329178757
3,3686,1072626,75.5487458388674,47.390110907118505,515.6602248748821,ICMP,0.05361612906030812
2,5235,5517690,238.34076286379454,34.48882183003318,576.5645059442359,TCP,0.08690964978842179
5,5196,478032,72.97362428779317,29.038200752943528,311.82138985349417,UDP,0.029375003655047176
5,5109,5732298,267.47303018965624,74.75985011001663,484.6198782277213,TCP,0.16148359352504243
1,2456,2343024,105.09913333404562,27.51587804851516,476.2655573248655,TCP,0.03237885684897335
4,6470,6644690,309.66383444840045,69.93723412109625,334.03349845199534,ICMP,0.11812807133692972
3,3226,380668,48.80591701271088,45.614143999557044,527.8542874394002,UDP,0.01814629769347785
2,4521,1424115,82.37711950074592,77.60600012863127,326.21032857826197,ICMP,0.0204178456523717
1,4217,2264529,102.10213923230823,48.52764546610557,425.36551388747625,ICMP,0.01495157609853575
1,1492,1669548,91.67840132880187,49.19742966630986,503.13243425800715,ICMP,0.028949926121777048
4,4606,4900784,225.00513846282627,29.013572122533795,330.9770988001027,UDP,0.1356901928342741
3,261,324423,46.471679695053105,71.82893201502657,548.8864046909492,ICMP,0.03513956684793405
3,1799,717801,81.78412400952341,75.79161007628072,549.0844467890158,ICMP,0.052162039458805334
4,4341,5847327,266.13311298842996,38.09681330224295,376.18555339228624,UDP,0.18446102108767062
1,3767,1273246,61.14859474979235,17.04333763151316,255.86740707109954,ICMP,0.007754049667925976
2,4525,2886950,137.37377444593037,21.602511974418196,464.79383066672375,UDP,0.0363261585570161
3,3868,2421368,128.22055150119792,82.13188998210887,271.5218453648714,TCP,0.02967361434509244
6,1755,1342575,120.17219586532704,22.6001703321307,363.79135982149097,TCP,0.07499298766444996
3,2005,1848610,98.01882206477809,50.18177474545961,516.9397043294636,ICMP,0.04374818385234358
1,2883,1153200,51.431937159354035,35.44480246254456,521.6594823236642,ICMP,0.017947774303318596
2,991,1198119,75.89852330882516,48.276775439863506,450.7656535131199,TCP,0.029087397441111346
1,271,260702,21.848619961464813,36.45269787124904,408.796531249206,UDP,0.006022709406541299
2,4180,5505060,244.20601299279897,42.64639324185686,464.659801327072,ICMP,0.10958903764896054
3,5569,1158352,77.01045169147088,77.95968145486981,522.7133333703771,UDP,0.02849081149074984
2,2298,1142106,57.72808035450397,11.018134571308691,315.657710134593,ICMP,0.01425852210630309
2,418,30932,15.339554759266626,57.48640820145501,312.3483338931134,UDP,0.003086452201847832
1,4610,617740,31.12818273209602,35.889436745771164,341.0728073515402,TCP,0.004822487292369524
2,5304,3410472,158.37760275980904,65.43298766926662,241.52728700957553,ICMP,0.040007536411367915
2,2433,3133704,138.02220473738862,87.3863271578651,281.2699715228115,UDP,0.0333732597451473
3,4677,6407490,271.31749231025674,24.682432817689563,296.0470761527475,ICMP,0.11038216075621492
2,2005,1299240,77.98325712038789,84.48218697262583,425.9452441503594,ICMP,0.030497360364743025
2,4594,4419428,187.0758852755782,21.07277111029257,448.8474898648674,TCP,0.057029551023781634
3,1270,541020,54.00671626484803,14.276908914335614,383.63958383592313,TCP,0.019779808844292514
1,3062,1102320,68.7256462412227,27.433123868178193,423.7607247566945,TCP,0.010799158537531968
1,1125,1329750,57.67456859598952,11.002847113296166,236.04442840323824,TCP,0.005343362310868709
2,4646,6680948,312.8681753444307,93.41876465341073,248.58826772399516,UDP,0.08527412300875989
5,4993,2965842,166.0690029416919,93.58797450996208,429.60066619066913,UDP,0.11234816989147359
4,6585,8000775,370.80448312315264,45.77541810415652,360.91663444432936,UDP,0.20446036828215922
1,453,260928,16.985712794041508,72.40040144429842,518.0849774188234,TCP,0.0061511577193577
5,673,506096,83.44190365181495,20.175313260094292,310.1236816453248,UDP,0.04285460550482085
1,4111,5118195,242.43640345535417,80.09496408990813,309.24427272680026,ICMP,0.048817359997318996
1,4321,3007416,133.88030255772128,84.95105428301525,348.33393459685766,TCP,0.013810100425968162
4,4478,2574850,143.0947408185928,40.19079912223823,419.3750792746278,UDP,0.08883103825678974
3,3754,949762,76.82796233481601,31.33027818544877,512.2648988785897,UDP,0.025531986471697018
2,3946,5315262,217.74471449218515,15.392000468758944,326.43330948529035,ICMP,0.06166024799416918
3,5041,5167025,221.91766035821726,32.24068722171284,558.2735195558142,ICMP,0.13205509889563458
5,1332,1389276,130.16476896133375,47.563485849203886,555.1016960451415,ICMP,0.12209888999512822
1,201,116781,8.834637918713375,58.20900957032574,375.3760268376006,UDP,0.0026156608016629696
1,5471,2429124,116.45136112135168,57.41480021510953,398.85167010102964,ICMP,0.04630271542119153
5,295,261960,66.26794396174031,60.0318268552236,474.38310242160435,TCP,0.055817507788393186
2,5442,7825596,299.9938868218216,35.27817889016537,441.2761943146493,TCP,0.13113082062681436
2,4026,1054812,72.62511989178876,40.37606610148974,333.03627638244814,UDP,0.019001463157924038
6,1510,1985650,156.40606453406718,75.50218707131835,573.2457556270624,UDP,0.24507408219124033
2,5582,7703160,306.91488148002674,22.638392263915815,342.99669594408726,TCP,0.08746170760342167
2,4549,1073564,74.07130892310632,45.72958768691898,473.6903503035051,TCP,0.03185455972870021
5,1761,1905402,125.71442533376413,24.638337514724068,555.188996919371,UDP,0.07725743670156672
1,3080,652960,44.60877213825504,37.570940832109805,280.21733853018793,TCP,0.008073610980547208
3,6061,5176094,224.59111885179533,68.28619244993513,480.2616079933196,TCP,0.09020959784483602
2,4621,2657075,120.45849938611735,49.13261850898806,511.611911102985,ICMP,0.05353950596709424
6,7464,6351864,314.6232472448131,25.034553351218495,379.85542542339385,ICMP,0.21478627650355736
3,1794,1959048,133.43765232705167,78.49770877301272,482.139531810372,ICMP,0.04305167688484073
1,1821,1047075,50.74739074059438,47.66304198667418,260.9985098650181,TCP,0.009145559955750665
2,3457,1265262,73.76305009072844,34.96991901744112,426.85046013422266,ICMP,0.01897285071213237
1,4329,4311684,170.89311344214735,66.69244879740751,260.7570746987409,ICMP,0.044185606192442106
1,2321,2209592,110.37729769305605,81.47110187804039,285.380115066618,ICMP,0.016055609243710155
2,4766,6086182,251.49271071943616,98.00039562878928,303.01001066106573,ICMP,0.039344307286305155
2,817,1219781,70.41312981403385,49.42254563312305,416.84021441020684,UDP,0.018101175075243125
3,5046,7114860,339.07655342377444,66.21282172355178,477.6728974687576,TCP,0.1820620187772631
2,393,232263,39.3903955698157,65.66710108297688,522.1421938596351,UDP,0.013759627134941737
2,4299,5782155,263.2304435430219,44.926086897644026,280.7162817963444,ICMP,0.05710845820629509
2,2352,2671872,135.23752731722243,81.71524489202052,285.097429722709,TCP,0.024381677988691276
2,4080,1884960,101.94994746633198,93.18921209418147,572.572040418936,UDP,0.041428432750297756
5,4186,5512962,314.84982410157335,79.94204024493456,431.4736784049795,TCP,0.14596302396094418
1,3074,1023642,51.36937628185015,49.55797687651729,547.969386104681,TCP,0.016224331278908107
2,2673,1531629,82.90831826996973,17.70639795543334,555.8788741794184,UDP,0.022471020733344466
3,6481,4063587,187.60975917116156,80.0673299139928,518.4280788511113,TCP,0.12997275283586843
4,1108,898588,76.49937207675647,81.06229499162013,297.36681475506305,ICMP,0.020508275198147647
2,2643,2476491,133.79183563075364,32.8942902309317,273.03840284982476,UDP,0.025057254867412945
6,3584,1369088,117.47935676348723,51.59611783934502,540.245655257102,TCP,0.10402927975150536
2,1665,2389275,128.64077409406454,33.186285337672594,522.7530727382002,ICMP,0.055847485828298446
2,5550,3413250,169.08087853309792,62.15481482548653,498.1243157130001,ICMP,0.08589128130942748
4,3865,3575125,195.56499800488302,42.10591303749686,336.9828929662336,UDP,0.07726844149511405
3,5328,3996000,173.02680414775352,39.79090609101308,307.10224797973996,ICMP,0.06767904343609472
3,3897,2755179,143.03478900137085,82.6833813706985,272.5266505364429,UDP,0.025341469565398445
6,5798,574002,94.12488670194975,90.88759782221837,584.6423770015277,UDP,0.10240530610392101
3,4123,6159762,252.35761503523432,65.95841813440582,529.0587731284726,ICMP,0.16784970497181087
2,1081,778320,49.435658706134134,12.719513227326017,255.86349103536716,ICMP,0.009139462764768007
1,1565,2331850,105.73869584050546,72.35840215247799,278.60981034134494,ICMP,0.019727639266143588
2,625,575000,59.77410487563519,41.93252153113092,442.6852758946793,ICMP,0.02632891935627708
2,3925,5377250,252.26913787839317,85.56768559629462,569.3479536752964,TCP,0.08909593467470978
3,3298,636514,58.50885536637275,94.15947879510551,249.83634516692027,TCP,0.014256299638639919
3,3369,2034876,109.87844893815634,82.00255121099374,552.982516504856,TCP,0.048587232878569704
3,5284,7682936,343.19163847888063,67.32809531877369,338.3420429900008,ICMP,0.17533475569711404
6,3009,1504500,131.37620963206285,34.454114293897234,292.7735198858044,ICMP,0.07672634494548632
2,3663,1333332,68.15256290431637,68.64831129268923,352.46900659962483,UDP,0.03348725706891989
6,1201,835896,105.13864009977662,89.33203369930854,285.50788295584914,TCP,0.02917947786116977
2,1287,1428570,80.68875574680489,49.116596585926665,504.5069358320448,UDP,0.04157703089018535
2,3289,2295722,109.25191141888392,67.61723924531985,446.4678127128589,ICMP,0.05130835457313626
5,6928,4551696,212.63261676510044,38.431901993262834,564.6022067352575,TCP,0.23818984474692076
2,1974,2323398,131.94479629691313,40.56694782668276,528.1330839768494,UDP,0.03175760159265939
2,2485,459725,42.26558003234448,60.1058165372127,373.9866156771138,TCP,0.011162406580149394
2,3688,3772824,156.5176954555339,44.38230877349729,568.4790597589475,ICMP,0.10133512784409811
1,2618,1882342,83.39679581097108,77.38246304075642,513.0998607987839,ICMP,0.029072913169868146
